id,song,rock
174,"Rachmaninov, Sergey - Symphonic Dances, for orchestra (or 2 pianos), Op. 45",0.005273
1165,John Prine - Everything Is Cool,0.005259
1391,Serena Ryder - Sisters Of Mercy,0.005176
471,Benny Carter - Laura,0.005174
782,Katalyst - Dangerous,0.005133
1490,Rissi Palmer - Leavin' On Your Mind,0.005125
1708,Lee Ann Womack (Holiday) - Let It Snow & Winter Wonderland,0.005003
7,Deuter - Earthlight,0.004998
215,O-Shen - Tropically Fine,0.004997
1436,Eric Harringer & John Paul Lacey - Morning Dew,0.004977
417,Lorie Line - Think Of Me,0.004956
1123,Tony Bennett - The Best Man,0.00495
1121,Tony Bennett - What A Wonderful World,0.004895
1535,Klute - I'll Do Anything (You Want Me To),0.004863
1541,Tommy Flanagan - Rough Ridin',0.004857
905,Loquat - Need Air,0.004781
507,Stars Of The Lid - Even If You're Never Awake,0.004739
1678,Doc Watson - Jimmy's Texas Blues (Live),0.004727
262,Antonio Carlos Jobim - Agua De Beber,0.004705
52,Beres Hammond? Flourgon - Bounce,0.0047
936,Wes Montgomery - If I Should Lose You (Take 2-Alternate),0.00468
1515,Furry Lewis - Why Don't You Come Home Blues,0.004657
1770,David Grisman & Tony Rice - Grandfather's Clock,0.004597
1709,Antonio Aguilar - Mi Ranchito,0.004563
771,John R. Burr - For The Asking,0.004534
837,Teddy Wilson - Easy To Love,0.004509
1544,Holly Cole - Christmas Blues,0.004481
1776,Kate Nash - Habanera,0.004466
475,Yellowman - Weed Dem (feat. Beenie Man),0.004453
1138,Ella Fitzgerald & Louis Armstrong - A Foggy Day,0.004436
607,"Chopin, Fryderyk - Etudes (12) for piano, Op. 25, CT. 26-37",0.004387
69,"Outkast - So Fresh, So Clean",0.004317
1450,"Mahler, Gustav - Symphony No. 10 In F Sharp Minor (realization By Deryck Cooke)",0.004309
573,Jesse Harris - Morning In A Strange City (Cafe),0.004301
972,Roni Size & Reprazent - Down,0.004276
176,"Rachmaninov, Sergey - Symphony No. 2 in E minor, Op. 27",0.00427
587,Kenny G - G-Bop,0.004236
47,Robin Thicke - Lost Without U,0.004232
530,John Danley - Dust For Sparrows,0.004226
162,"Strauss, Richard - Macbeth, Tone Poem For Orchestra, Op. 23 (TrV 163)",0.004213
1024,"Boccherini, Luigi - String Quartet In D Major, G. 165 (Op. 8?1)",0.004202
1198,Tommy Johnson - Cool Drink Of Water Blues,0.004139
25,Bob Baldwin - I Wanna Be Where You Are,0.00413
406,"Morricone, Ennio - Giuseppe Tornatore Suite",0.00409
1186,David Darling - Lady Child's Dream,0.004087
831,Peggy Seeger - O The Wind And Rain,0.004023
364,Laurence Juber (Holiday) - Away In A Manger,0.004013
482,Butch Thompson (Holiday) - We Three Kings,0.003973
687,Michael Spence - Is This Love,0.003965
651,Justin Timberlake - What Goes Around...?...Comes Around (Interlude),0.00394
1754,Todd Collins (Holiday) - Angels We Have Heard On High,0.003936
476,Cannonball Adderley - Autumn Leaves,0.003923
1408,Liquid Mind - Gently Down,0.003901
1793,The Dirty Projectors - Time Birthed Spilled Blood,0.003875
1599,Milt Jackson - Enigma,0.003862
1584,Beres Hammond - Come Back Home,0.003861
246,Kaskade - Honesty,0.003812
353,The Bird And The Bee - F*cking Boyfriend (Peaches Remix),0.003803
1392,Will Ackerman (Holiday) - Emmanuel,0.0038
506,Stars Of The Lid - A Meaningful Moment Through A Meaning(Less) Process,0.003779
1771,David Grisman & Tony Rice - Morning Sun,0.00375
231,Fred Hammond - Celebrate (He Lives),0.003746
8,Deuter - Yellow Mandala,0.003733
1030,"Boccherini, Luigi - String Quintet For 2 Violins, Viola & 2 Cellos In G Minor, G. 351 (Op. 42?4)",0.003727
53,Beres Hammond? Flourgon - Feel Like,0.003701
986,"Beck, Ignaz, Franz - Overture (Sinfonia) In G Major, Op. 1?5 (Callen 5)",0.003661
1608,Ben Webster - Someone To Watch Over Me,0.003657
1640,Lauryn Hill - Ex-Factor,0.003635
97,John Zorn - Zhakor,0.003631
1171,Cal Tjader - Stardust,0.003628
1008,"Boccherini, Luigi - Symphony In C Major, G. 505 (Op. 12?3)",0.003562
1737,Preston Reed - Love In The Old Country,0.003496
840,Teddy Wilson - Mean To Me,0.003484
274,Lucy Kaplansky - Land Of The Living,0.00347
1043,Blackmore's Night (Holiday) - Emmanuel,0.003378
106,John Renbourn - Trotto ? Saltarello,0.003364
497,Margot Meets The Melody Maker - Torch (Extrawelt Remix),0.003364
1402,Liquid Mind - In The Stillness,0.00333
733,Pepe Bradock - Un Pepe Dans La Dentelle,0.003306
1572,Leona Lewis - Bleeding Love,0.003304
1021,"Boccherini, Luigi - Quintet For Guitar & Strings In G Major, G. 450 (Arrangement Of Quintet For Flute And Strings, G. 531 & String Quartet, G. 240)",0.003258
173,"Rachmaninov, Sergey - Preludes (13) For Piano, Op. 32",0.003237
202,Will Ackerman - If You Look,0.003164
111,Robert Johnson - Walkin' Blues,0.003123
1027,"Boccherini, Luigi - String Quartet In E Minor, G. 202 (Op. 32?2)",0.003112
1779,Christina Aguilera (Holiday) - The Christmas Song,0.003108
1,Jon Schmidt - Passages,0.002952
720,"Faure, Gabriel - Piano Trio In D Minor, Op. 120",0.002931
1054,James Cotton - Mighty Long Time,0.002856
418,Lorie Line - Faith Of Our Fathers,0.002829
664,DJ Khaled - I'm So Hood,0.002822
1826,As One - In The Arms Of You,0.002812
99,Deepak Chopra & Adam Plack - Valentine To Tagore,0.002803
1767,David Grisman & Tony Rice - I Am A Pilgrim,0.002718
1432,Eric Harringer & John Paul Lacey - Nature's Way,0.002709
315,Daevid Allen - Untitled,0.002707
1430,Eric Harringer & John Paul Lacey - Morning Sun,0.002691
287,The Sons Of The West - Panhandle Shuffle,0.002686
1139,Ella Fitzgerald & Louis Armstrong - Stars Fell On Alabama,0.002681
1585,Beres Hammond - Who Say (feat. Buju Banton),0.002681
259,Antonio Carlos Jobim - Amor Em Paz (Once I Loved),0.002654
3,Deuter - Coral Gardens,0.00265
610,"Chopin, Fryderyk - Nocturnes (3) For Piano, Op. 9, Ct. 108-110",0.00263
668,Jack Jones - Autumn Leaves,0.002589
1639,Lauryn Hill - Doo Wop (That Thing),0.002529
80,"Schumann, Robert - String Quartet No. 2 in F major, Op. 41?2",0.002486
509,Tim Sparks - Trap Hill Breakdown,0.002479
260,Antonio Carlos Jobim - Insensatez (How Insensitive),0.002476
1011,"Boccherini, Luigi - Cello Concerto In B Flat Major, G. 482",0.002475
1440,"Dittersdorf, Karl Ditters von - Symphony After Ovid's ""Metamorphoses"" No. 1 In C Major (""Die Vier Weltalter"")",0.002466
773,"Baguer, Carlos - Symphony No. 18 In B Flat Major",0.002455
78,"Schumann, Robert - Romances (3) for piano, Op. 28",0.002427
172,"Rachmaninov, Sergey - Preludes (10) For Piano, Op. 23",0.002364
1012,"Boccherini, Luigi - Cello Concerto In C Major, G. 477",0.002361
1603,Milt Jackson - The Song Is Ended,0.002361
1026,"Boccherini, Luigi - String Quartet In E Flat Major, G. 201 (Op. 32?1)",0.00236
1731,Cardenales De Nuevo Leon - Por Las Damas,0.002327
351,The Bird And The Bee - How Deep Is Your Love,0.002295
1774,Howard Roberts - Watermelon Man,0.002269
1073,Bill Evans & Jim Hall - I Hear A Rhapsody,0.002267
132,"Rosetti, Antonio - Symphony In G Major, A 40?K 1 No 22",0.002234
1242,Thalia - Me Pones Sexy (I Want You) (feat. Fat Joe),0.002224
1119,Tony Bennett - She's Funny That Way,0.002185
1655,Jake Schepps - Origami,0.002175
407,"Morricone, Ennio - Sergio Leone Suite",0.002158
35,Ella Fitzgerald - Guilty,0.002136
344,"Haden, Charlie, And Quartet West - Moonlight Serenade",0.0021
13,Deuter - Black Velvet Flirt,0.002096
321,Hilary Stagg - Island Sweets,0.002088
548,Liz Story (Holiday) - O Thou Joyful Day - O Little Town of Bethlehem,0.002083
320,Hilary Stagg - Land Of Oz,0.002043
588,Kenny G - The Way You Look Tonight,0.002004
159,"Strauss, Richard - Der Rosenkavalier, Opera, Op. 59 (TrV 227)",0.002002
1156,Creative Music Services Musicians (Holiday) - O Christmas Tree,0.00197
926,Augustus Pablo - Maka,0.001952
1033,"Boccherini, Luigi - Symphony In C Minor, G. 519 (Op. 41)",0.001913
525,Jean-Luc Ponty - Eulogy To Oscar Romero,0.00189
924,Augustus Pablo - East Africa,0.001875
593,"Boyce, William - Trio Sonata No. 4 In G Minor",0.001875
226,Keith Sweat (Holiday) - It's Christmas Again,0.001839
465,Frank Cornelius - Brick House,0.001792
1404,Liquid Mind - Lullaby For Grownups,0.001754
129,"Rosetti, Antonio - Symphony In D Major, A 12?K 1 No 12",0.00175
688,Brodsky Quartet - I've Seen It All,0.001745
480,Butch Thompson (Holiday) - God Rest Ye Merry Gentlemen,0.00172
594,"Boyce, William - Trio Sonata No. 6 In B Flat Major",0.00171
77,"Schumann, Robert - Kreisleriana, 8 fantasies for piano, Op. 16",0.001708
841,G. Love & Special Sauce - Love,0.001692
1729,Charlie Lincoln - Depot Blues,0.001644
1230,Ronan Hardiman - Celtic Dream,0.001621
420,Lorie Line - I Surrender All,0.001584
266,Antonio Carlos Jobim - Vivo Sonhando,0.001574
453,Chet Atkins & Les Paul - It Had To Be You,0.001566
1766,David Grisman & Tony Rice - Banks Of The Ohio,0.001523
460,Various Artists? Songs Of December - Hailee's Moment,0.001511
1755,Todd Collins (Holiday) - Hailee's Moment,0.001511
100,Deepak Chopra & Adam Plack - Serenity,0.001509
161,"Strauss, Richard - Eine Alpensinfonie (An Alpine Symphony) For Orchestra, Op. 64 (TrV 233)",0.001505
1600,Milt Jackson - Little Girl Blue (Live),0.001503
131,"Rosetti, Antonio - Symphony In C Major, A 9?K 1 No 21",0.00148
1768,David Grisman & Tony Rice - Swing '42,0.001432
719,"Faure, Gabriel - Impromptu for piano No. 3 in A flat major, Op. 34",0.001416
558,"Mealli, Giovanni - Sonata For Violin & Continuo, Op. 3?6 (""La Sabbatina"")",0.001384
1037,"Boccherini, Luigi - Symphony In E Flat Major, G. 513 (Op. 35?5)",0.001374
1095,Kruger Brothers - Up18north,0.00137
87,Christmas Cookies (Holiday) - The Christmas Song,0.001351
1267,Jennifer Haines (Holiday) - Cantique De Noel (O Holy Night),0.001332
1020,"Boccherini, Luigi - Quintet For Guitar & Strings In E Minor, G. 451 (arrangement Piano Quintet, G. 407)",0.001294
1602,Milt Jackson - Sweet And Lovely,0.001267
1494,Steve Roach & Robert Rich - Silk Ridge,0.001257
39,Ella Fitzgerald - My Man,0.00124
79,"Schumann, Robert - Cello Concerto in A minor, Op. 129",0.001238
1025,"Boccherini, Luigi - String Quartet In D Major, G. 203 (Op. 32?3)",0.001203
96,Tommy Jarrell - The Drunken Hiccups,0.00118
483,Butch Thompson (Holiday) - Ave Maria,0.001169
608,"Chopin, Fryderyk - Impromptu for piano in G flat major, Op. 51, CT. 45",0.001157
1031,"Boccherini, Luigi - Symphony In A Major, G. 498 (Op. 21?6)",0.001154
1022,"Boccherini, Luigi - Sonata for cello & continuo in C major, G. 17",0.001154
1369,"Boieldieu, Francois-Adrien - Concerto For Harp & Orchestra In C, Op.77",0.001145
1114,"Verdi, Giuseppe - Requiem Mass, For Soloists, Chorus & Orchestra (Manzoni Requiem)",0.001139
1641,Lil Scrappy & Trillville - No Problem,0.001094
10,Deuter - Waves Of Light,0.001094
1009,"Boccherini, Luigi - Symphony In D Major, G. 509 (Op. 35?1)",0.001085
1495,Steve Roach & Robert Rich - Going Inland,0.001076
774,"Baguer, Carlos - Symphony No. 16 In G Major",0.001054
203,BBC Big Band Orchestra - I'm Getting Sentimental Over You,0.001035
1019,"Boccherini, Luigi - Quintet For Guitar & Strings In D Minor, G. 445 (arrangement Of Piano Quintet, G. 416)",0.001034
0,Jon Schmidt - Night Song,0.001023
1625,Generation J - Jesus Loves Me Medley,0.001017
1225,"Cherubini, Luigi - Symphony In D Major",0.001008
1028,"Boccherini, Luigi - String Quartet In G Minor, G. 205 (Op. 32?5)",0.000991
1547,Toots & The Maytals - 54-56 Was My Number,0.00097
1769,David Grisman & Tony Rice - The Prisoner's Waltz,0.000884
1772,David Grisman & Tony Rice - O Solo Mio,0.000881
1029,"Boccherini, Luigi - String Quartet in A major, G. 213 (Op. 39)",0.00086
1293,Loreena McKennitt (Holiday) - The Stockford Carol,0.000858
1036,"Boccherini, Luigi - Symphony In D Minor (""La Casa Del Diavolo""), G. 506 (Op. 12?4)",0.000806
9,Deuter - Earth Shadow,0.000768
160,"Strauss, Richard - Salome, opera, Op. 54 (TrV 215)",0.000753
1006,"Boccherini, Luigi - Symphony In E Flat Major, G. 510 (Op. 35?2)",0.000737
1778,Christina Aguilera (Holiday) - Have Yourself A Merry Little Christmas,0.000709
925,Augustus Pablo - Give Praise (Norris Reid),0.000708
28,Coles Whalen - The Hand That Gives The Rose,0.000689
6,Deuter - Buddha Nature,0.000679
871,Mars Lasar - Untouchable,0.000643
11,Deuter - Empty Shore,0.000635
1010,"Boccherini, Luigi - Cello Concerto In A Major, G. 475",0.00062
1005,"Boccherini, Luigi - Symphony In A Major, G. 508 (Op. 12?6)",0.00061
613,"Chopin, Fryderyk - Waltzes (3) for piano, Op. 70, CT. 217-219",0.000582
580,Architecture In Helsinki - Spring 2008,0.000552
1013,"Boccherini, Luigi - Cello Concerto In D Major, G. 476",0.000552
1015,"Boccherini, Luigi - Cello Concerto In E Flat Major, G. 474",0.000542
1540,Tommy Flanagan - While You Are Gone,0.000519
2,Jon Schmidt - Solace,0.000499
1604,Milt Jackson - These Foolish Things,0.000474
1443,"Dittersdorf, Karl Ditters von - Divertimento Fur Violine, Viola Und Violoncello D Major",0.000448
4,Deuter - Nada Himalaya 2,0.000448
130,"Rosetti, Antonio - Symphony In F Major, A 33?K 1 No 24",0.000445
88,Christmas Cookies (Holiday) - White Christmas,0.000432
1433,Eric Harringer & John Paul Lacey - Romance,0.000428
1183,"Yolanda Kondonassis (Holiday) - Bring A Torch, Jeannette, Isabella",0.000427
1773,David Grisman & Tony Rice - Song For Two Pamelas,0.00042
1040,"Boccherini, Luigi - Symphony In D Major, G. 520 (Op. 42)",0.000418
1023,"Boccherini, Luigi - Sonata for cello & continuo in G major, G. 5 (Six Sonatas No. 3)",0.000406
1694,"Fiorillo, Federigo - Concerto For Violin & Orchestra No 1 In F",0.000397
1016,"Boccherini, Luigi - Minuet in A major, arrangements (after String Quintet in E major, Op.11?5 [aka Op. 13?5], G. 275)",0.000394
255,"Mendelssohn, Fanny - String Quartet In E Flat Major",0.000381
1017,"Boccherini, Luigi - Quintet For Guitar & Strings In C Major (""La Ritirada Di Madrid""), G. 453 (arrangement Of Piano Quintet, G. 409)",0.000372
1038,"Boccherini, Luigi - Symphony In B Flat Major, G. 493 (Op. 21?1)",0.000354
1034,"Boccherini, Luigi - Symphony In D Major, G. 496 (Op. 21?4)",0.000332
322,Hilary Stagg - Spirit Dancers,0.00032
633,"Couperin, Francois - In Lectulo Meo",0.000279
1444,"Dittersdorf, Karl Ditters von - Sinfonia In A Major, (""Sinfonia Nazionale Nel Gusto Di Cinque Nazioni""), Grave A10",0.000267
481,Butch Thompson (Holiday) - Silent Night,0.000264
1442,"Dittersdorf, Karl Ditters von - Concerto For Harp, 2 Oboes, 2 Horns & Stringorchestra In A Major",0.000264
1226,"Cherubini, Luigi - String Quartet No. 6 In A Minor",0.000222
288,Cedric Im Brooks - Emavungweni,0.000222
1445,"Dittersdorf, Karl Ditters von - Sinfonia In D Major, (""Il Combatiimento Delle Passioni Umani""), Grave D16",0.000203
1786,Markus Reuter - A Clue To Reality,0.000178
1039,"Boccherini, Luigi - Symphony In C Major, G. 495 (Op. 21?3)",0.00017
671,Scott Solter - Desert Trains,0.000165
921,"Palmgren, Selim - May Night, For Piano",0.000139
1061,Brian Eno - An Ending (Ascent),0.000133
1032,"Boccherini, Luigi - Symphony In B Flat Major, G. 497 (Op. 21?5)",0.000129
1014,"Boccherini, Luigi - Cello Concerto In D Major, G. 483 (Op. 34)",0.000121
1106,"Verdi, Giuseppe - Sacred Pieces (4), For Chorus & Orchestra (Quattro Pezzi Sacri)",0.000119
14,Deuter - Marfa Lights 1,0.000106
836,Teddy Wilson - Body And Soul,0.000087
1007,"Boccherini, Luigi - Cello Concerto In C Major, G. 573",0.000085
537,Dan Gibson - The Fallen Leaves,0.00008
1446,"Dittersdorf, Karl Ditters von - Concerto For Viola & Orchestra In F",0.000079
12,Deuter - Marfa Lights 2,0.000076
857,Corciolli - Friends (Sky),0.000067
1667,SubtractiveLAD - My Quadrant,0.000065
1575,Scratch - Square One (feat. Bilal),0.000054
1110,"Verdi, Giuseppe - La Traviata, Opera",0.000016
632,"Couperin, Francois - Ignitum Eloquium Tuum, Motet Verset For 2 Sopranos, 2 Violins & Continuo (4 Versets D'un Motet)",0.000015
855,Corciolli - Mikhael (Angel Of Divine Protection),0.000009
1111,"Verdi, Giuseppe - Luisa Miller, Opera",0.000008
