song,festival
James P. Johnson - Keepin' Out Of Mischief Now,0.002728
Robert Johnson - I'm A Steady Rollin' Man,0.00266
Bing Crosby - It's Been A Long. Long Time,0.002536
Strauss. Richard - Salome. opera. Op. 54 (TrV 215),0.00253
Sam Bush - Big Mon,0.002427
Cherubini. Luigi - Overtures,0.002368
Boccherini. Luigi - String Quartet In D Major. G. 165 (Op. 8?1),0.002329
Steve Roach & Robert Rich - Silk Ridge,0.002312
Bessie Smith (Holiday) - At The Christmas Ball,0.002277
Antonio Carlos Jobim - Agua De Beber,0.002256
Verdi. Giuseppe - Falstaff. Opera,0.002234
"Boccherini. Luigi - Quintet For Guitar & Strings In C Major (""La Ritirada Di Madrid""). G. 453 (arrangement Of Piano Quintet. G. 409)",0.002226
Roni Size & Reprazent - Down,0.002215
The Cambridge Singers & Orchestra (Holiday) - 'Twas In The Moon Of Winter Time,0.002173
Butch Thompson (Holiday) - Silent Night,0.002146
James P. Johnson - I've Got A Feeling I'm Falling,0.002136
Faure. Gabriel - Impromptu for piano No. 3 in A flat major. Op. 34,0.002135
Verdi. Giuseppe - Macbeth. Opera,0.002133
Milt Jackson - Little Girl Blue (Live),0.00211
Steve Roach & Robert Rich - Going Inland,0.002092
Dave Swarbrick - Two Magicians,0.002056
Boyce. William - Trio Sonata No. 4 In G Minor,0.001995
Verdi. Giuseppe - La Forza Del Destino. Opera,0.001992
Schumann. Robert - Kreisleriana. 8 fantasies for piano. Op. 16,0.001942
Deuter - Coral Gardens,0.00194
Cherubini. Luigi - Symphony In D Major,0.001934
Rachmaninov. Sergey - Preludes (13) For Piano. Op. 32,0.001843
Mendelssohn. Fanny - String Quartet In E Flat Major,0.001843
Chopin. Fryderyk - Piano Sonata No. 3 in B minor. Op. 58. CT. 203,0.001836
Sonny Rollins - Manhattan,0.001827
Dave Holland - Blue,0.001819
Brian Eno - Stars,0.001769
Boccherini. Luigi - String Quartet In G Minor. G. 205 (Op. 32?5),0.001684
Boccherini. Luigi - Sonata for cello & continuo in G major. G. 5 (Six Sonatas No. 3),0.001663
Boccherini. Luigi - String Quartet In E Flat Major. G. 201 (Op. 32?1),0.001659
Boccherini. Luigi - Symphony In A Major. G. 508 (Op. 12?6),0.001647
Deuter - Black Velvet Flirt,0.001639
Milt Jackson - Bags Of Blue (Live),0.001602
Rosetti. Antonio - Symphony In C Major. A 9?K 1 No 21,0.001565
Corciolli - Children (Lake),0.001542
Stars Of The Lid - Broken Harbors? Part 1,0.001529
Brian Eno - Zawinul ? Lava,0.001499
Boccherini. Luigi - String Quartet In D Major. G. 203 (Op. 32?3),0.001459
Rosetti. Antonio - Symphony In F Major. A 33?K 1 No 24,0.001458
Boccherini. Luigi - Cello Concerto In D Major. G. 483 (Op. 34),0.00144
Boccherini. Luigi - Cello Concerto In D Major. G. 476,0.001426
"Mealli. Giovanni - Sonata For Violin & Continuo. Op. 3?6 (""La Sabbatina"")",0.00139
Boccherini. Luigi - Quintet For Guitar & Strings In G Major. G. 450 (Arrangement Of Quintet For Flute And Strings. G. 531 & String Quartet. G. 240),0.001335
Rachmaninov. Sergey - Etudes-tableaux. For Piano. Op. 33,0.001334
Boccherini. Luigi - Minuet in A major. arrangements (after String Quintet in E major. Op.11?5 [aka Op. 13?5]. G. 275),0.001312
Boieldieu. Francois-Adrien - Concerto For Harp & Orchestra In C. Op.77,0.001287
Chopin. Fryderyk - Waltzes (3) for piano. Op. 70. CT. 217-219,0.001277
Corciolli - Mikhael (Angel Of Divine Protection),0.001214
Boccherini. Luigi - Cello Concerto In E Flat Major. G. 474,0.001213
Deuter - Earth Shadow,0.001197
Boccherini. Luigi - Symphony In C Minor. G. 519 (Op. 41),0.001188
Stars Of The Lid - Gasfarming,0.001132
Butch Thompson (Holiday) - Ave Maria,0.001123
Boccherini. Luigi - Quintet For Guitar & Strings In D Minor. G. 445 (arrangement Of Piano Quintet. G. 416),0.001076
"Dittersdorf. Karl Ditters von - Sinfonia In A Major. (""Sinfonia Nazionale Nel Gusto Di Cinque Nazioni""). Grave A10",0.000954
The Cambridge Singers & Orchestra (Holiday) - Angels We Have Heard On High,0.000938
Baguer. Carlos - Symphony No. 16 In G Major,0.000937
Dittersdorf. Karl Ditters von - Divertimento Fur Violine. Viola Und Violoncello D Major,0.000937
Couperin. Francois - In Lectulo Meo,0.000891
Boccherini. Luigi - Symphony In B Flat Major. G. 497 (Op. 21?5),0.000888
Eric Harringer & John Paul Lacey - Ageless,0.000882
Boccherini. Luigi - Symphony In D Major. G. 520 (Op. 42),0.000876
Strauss. Richard - Eine Alpensinfonie (An Alpine Symphony) For Orchestra. Op. 64 (TrV 233),0.000866
Lorie Line - Norwegian Wood,0.000855
Chopin. Fryderyk - Etudes (12) for piano. Op. 25. CT. 26-37,0.000849
Boccherini. Luigi - String Quintet For 2 Violins. Viola & 2 Cellos In G Minor. G. 351 (Op. 42?4),0.000837
The Cambridge Singers & Orchestra (Holiday) - O Little One Sweet,0.000836
Teddy Wilson - Easy To Love,0.000829
Cherubini. Luigi - String Quartet No. 6 In A Minor,0.000823
Verdi. Giuseppe - Luisa Miller. Opera,0.000813
Antonio Vivaldi (Holiday) - Gloria In D Major. Et In Terra Pax,0.000755
Chopin. Fryderyk - Nocturnes (3) for piano. Op. 15. CT. 111-113,0.000702
Jon Schmidt - Solace,0.000698
Faure. Gabriel - Piano Trio In D Minor. Op. 120,0.00069
Verdi. Giuseppe - Requiem Mass. For Soloists. Chorus & Orchestra (Manzoni Requiem),0.000689
Boyce. William - Ode For St. Cecilia's Day,0.00068
Pichl. Vaclav - Symphony In C Major. Z21,0.000668
Mahler. Gustav - Symphony No. 10 In F Sharp Minor (realization By Deryck Cooke),0.000652
Teddy Wilson - Mean To Me,0.000626
Boccherini. Luigi - Cello Concerto In B Flat Major. G. 482,0.000608
Boccherini. Luigi - Cello Concerto In C Major. G. 477,0.000569
Boccherini. Luigi - Symphony In B Flat Major. G. 493 (Op. 21?1),0.000557
Tommy Jarrell - The Drunken Hiccups,0.000554
Rachmaninov. Sergey - Preludes (10) For Piano. Op. 23,0.00055
Fiorillo. Federigo - Concerto For Violin & Orchestra No 1 In F,0.000549
Deuter - Marfa Lights 2,0.000514
Palmgren. Selim - May Night. For Piano,0.000504
Schumann. Robert - String Quartet No. 2 in F major. Op. 41?2,0.000488
"Dittersdorf. Karl Ditters von - Sinfonia In D Major. (""Il Combatiimento Delle Passioni Umani""). Grave D16",0.000486
Rosetti. Antonio - Symphony In D Major. A 12?K 1 No 12,0.000457
Couperin. Francois - Ignitum Eloquium Tuum. Motet Verset For 2 Sopranos. 2 Violins & Continuo (4 Versets D'un Motet),0.000444
John Jacob Niles (Holiday) - Jesus. Jesus. Rest Your Head,0.000439
Deuter - Marfa Lights 1,0.00042
Robin Guthrie & Harold Budd - Childhood Lost,0.000312
Corciolli - Friends (Sky),0.000247
Chopin. Fryderyk - Impromptu for piano in G flat major. Op. 51. CT. 45,0.000246
"Boccherini. Luigi - Symphony In D Minor (""La Casa Del Diavolo""). G. 506 (Op. 12?4)",0.000221
Corciolli - Rain,0.000215
Schumann. Robert - Romances (3) for piano. Op. 28,0.000188
Verdi. Giuseppe - Sacred Pieces (4). For Chorus & Orchestra (Quattro Pezzi Sacri),0.000182
Boccherini. Luigi - String Quartet in A major. G. 213 (Op. 39),0.000171
Stars Of The Lid - A Lovesong (For Cubs)+? Part 3,0.000157
Dittersdorf. Karl Ditters von - Concerto For Viola & Orchestra In F,0.000103
Markus Reuter - A Clue To Reality,0.000017
Corciolli - Forest Spirit,0.000011
